Rank,Name,Count,Gender,Year
72,Claire,96,Female,2004
73,Ellie,96,Female,2004
74,Maya,96,Female,2004
75,Kiara,94,Female,2004
76,Rebecca,93,Female,2004
77,Taylor,92,Female,2004
78,Tayla,91,Female,2004
79,Annabelle,90,Female,2004
80,Ebony,90,Female,2004
81,Matilda,89,Female,2004
82,Victoria,88,Female,2004
83,Alana,86,Female,2004
84,Zara,86,Female,2004
85,Kaitlyn,85,Female,2004
86,Lilly,85,Female,2004
87,Jordan,84,Female,2004
88,Alicia,81,Female,2004
89,Caitlyn,79,Female,2004
90,Sofia,79,Female,2004
91,Megan,78,Female,2004
92,Tiana,77,Female,2004
93,Scarlett,76,Female,2004
94,Courtney,75,Female,2004
95,Layla,75,Female,2004
96,Madeline,75,Female,2004
97,Monique,74,Female,2004
98,Bella,73,Female,2004
99,Gemma,73,Female,2004
100,Bethany,72,Female,2004
1,Emily,695,Female,2003
2,Jessica,592,Female,2003
3,Chloe,551,Female,2003
4,Olivia,551,Female,2003
5,Isabella,482,Female,2003
6,Sarah,453,Female,2003
7,Emma,421,Female,2003
8,Georgia,418,Female,2003
9,Ella,411,Female,2003
10,Grace,408,Female,2003
11,Sophie,406,Female,2003
12,Charlotte,396,Female,2003
13,Hannah,381,Female,2003
14,Mia,324,Female,2003
15,Zoe,303,Female,2003
16,Lily,301,Female,2003
17,Jasmine,270,Female,2003
18,Hayley,266,Female,2003
19,Holly,242,Female,2003
20,Amelia,231,Female,2003
21,Jade,228,Female,2003
22,Caitlin,224,Female,2003
23,Ruby,224,Female,2003
24,Maddison,215,Female,2003
25,Madison,210,Female,2003
26,Lara,208,Female,2003
27,Amy,204,Female,2003
28,Lauren,203,Female,2003
29,Lucy,203,Female,2003
30,Chelsea,190,Female,2003
31,Alyssa,186,Female,2003
32,Elizabeth,183,Female,2003
33,Paige,183,Female,2003
34,Samantha,176,Female,2003
35,Brooke,163,Female,2003
36,Stephanie,162,Female,2003
37,Laura,160,Female,2003
38,Claudia,159,Female,2003
39,Alexandra,158,Female,2003
40,Imogen,154,Female,2003
41,Sophia,154,Female,2003
42,Abbey,149,Female,2003
43,Tahlia,149,Female,2003
44,Rachel,143,Female,2003
45,Bianca,140,Female,2003
46,Brianna,140,Female,2003
47,Ashleigh,137,Female,2003
48,Ashley,137,Female,2003
49,Natalie,137,Female,2003
50,Erin,135,Female,2003
51,Tara,134,Female,2003
52,Isabelle,131,Female,2003
53,Kayla,129,Female,2003
54,Molly,129,Female,2003
55,Courtney,126,Female,2003
56,Natasha,126,Female,2003
57,Claire,124,Female,2003
58,Paris,122,Female,2003
59,Phoebe,122,Female,2003
60,Anna,117,Female,2003
61,Gabrielle,114,Female,2003
62,Ebony,113,Female,2003
63,Rebecca,111,Female,2003
64,Amber,108,Female,2003
65,Monique,107,Female,2003
66,Angelina,101,Female,2003
67,Mikayla,101,Female,2003
68,Taylah,101,Female,2003
69,Kate,100,Female,2003
70,Eliza,99,Female,2003
71,Gemma,99,Female,2003
72,Annabelle,98,Female,2003
73,Victoria,98,Female,2003
74,Maya,96,Female,2003
75,Alana,95,Female,2003
76,Mackenzie,95,Female,2003
77,Kiara,94,Female,2003
78,Madeleine,94,Female,2003
79,Angela,91,Female,2003
80,Ava,91,Female,2003
81,Jorja,91,Female,2003
82,Tiana,91,Female,2003
83,Jacinta,90,Female,2003
84,Jordan,90,Female,2003
85,Tayla,90,Female,2003
86,Ellie,88,Female,2003
87,Jemma,88,Female,2003
88,Jennifer,88,Female,2003
89,Madeline,87,Female,2003
90,Kaitlyn,85,Female,2003
91,Sienna,84,Female,2003
92,Lillian,82,Female,2003
93,Lilly,82,Female,2003
94,Taylor,82,Female,2003
95,Abigail,78,Female,2003
96,Bethany,78,Female,2003
97,Bronte,78,Female,2003
98,Alicia,77,Female,2003
99,Caitlyn,76,Female,2003
100,Christina,75,Female,2003
1,Emily,675,Female,2002
2,Jessica,633,Female,2002
3,Chloe,578,Female,2002
4,Isabella,503,Female,2002
5,Sarah,478,Female,2002
6,Olivia,474,Female,2002
7,Sophie,463,Female,2002
8,Georgia,453,Female,2002
9,Hannah,405,Female,2002
10,Grace,404,Female,2002
11,Ella,383,Female,2002
12,Emma,341,Female,2002
13,Jasmine,328,Female,2002
14,Charlotte,315,Female,2002
15,Caitlin,292,Female,2002
16,Lauren,264,Female,2002
17,Jade,259,Female,2002
18,Amy,246,Female,2002
19,Zoe,243,Female,2002
20,Maddison,230,Female,2002
21,Mia,228,Female,2002
22,Holly,221,Female,2002
23,Lily,220,Female,2002
24,Madison,217,Female,2002
25,Lara,215,Female,2002
26,Hayley,212,Female,2002
27,Samantha,210,Female,2002
28,Chelsea,204,Female,2002
29,Alyssa,203,Female,2002
30,Ruby,194,Female,2002
31,Lucy,191,Female,2002
32,Laura,190,Female,2002
33,Amelia,182,Female,2002
34,Stephanie,182,Female,2002
35,Alexandra,171,Female,2002
36,Elizabeth,169,Female,2002
37,Abbey,166,Female,2002
38,Kayla,163,Female,2002
39,Claudia,159,Female,2002
40,Brooke,155,Female,2002
41,Brianna,153,Female,2002
42,Natalie,153,Female,2002
43,Paige,151,Female,2002
44,Rebecca,150,Female,2002
45,Ashley,146,Female,2002
46,Phoebe,145,Female,2002
47,Tahlia,145,Female,2002
48,Courtney,142,Female,2002
49,Gabrielle,142,Female,2002
50,Anna,141,Female,2002
51,Taylah,141,Female,2002
52,Ashleigh,138,Female,2002
53,Erin,137,Female,2002
54,Bianca,136,Female,2002
55,Sophia,136,Female,2002
56,Ebony,135,Female,2002
57,Tara,131,Female,2002
58,Tayla,130,Female,2002
59,Amber,129,Female,2002
60,Isabelle,127,Female,2002
61,Natasha,127,Female,2002
62,Molly,126,Female,2002
63,Kate,124,Female,2002
64,Mikayla,122,Female,2002
65,Rachel,122,Female,2002
66,Kiara,118,Female,2002
67,Alicia,117,Female,2002
68,Taylor,117,Female,2002
69,Madeline,115,Female,2002
70,Monique,113,Female,2002
71,Angela,104,Female,2002
72,Mackenzie,103,Female,2002
73,Madeleine,103,Female,2002
74,Victoria,103,Female,2002
75,Claire,102,Female,2002
76,Danielle,102,Female,2002
77,Tiana,102,Female,2002
78,Imogen,101,Female,2002
79,Abby,99,Female,2002
80,Alana,98,Female,2002
81,Katie,97,Female,2002
82,Jordan,95,Female,2002
83,Julia,94,Female,2002
84,Shakira,93,Female,2002
85,Jemma,91,Female,2002
86,Paris,91,Female,2002
87,Maya,87,Female,2002
88,Bethany,85,Female,2002
89,Kaitlyn,84,Female,2002
90,Abigail,83,Female,2002
91,Jennifer,82,Female,2002
92,Annabelle,81,Female,2002
93,Eliza,80,Female,2002
94,Nicole,79,Female,2002
95,Alice,78,Female,2002
96,Gemma,76,Female,2002
97,Caitlyn,74,Female,2002
98,Ellie,73,Female,2002
99,Megan,73,Female,2002
100,Leah,72,Female,2002
1,Emily,747,Female,2001
2,Jessica,727,Female,2001
3,Chloe,604,Female,2001
4,Sarah,561,Female,2001
5,Isabella,483,Female,2001
6,Olivia,472,Female,2001
7,Georgia,460,Female,2001
8,Hannah,434,Female,2001
9,Sophie,432,Female,2001
10,Emma,425,Female,2001
11,Grace,398,Female,2001
12,Caitlin,325,Female,2001
13,Jasmine,310,Female,2001
14,Zoe,283,Female,2001
15,Amy,277,Female,2001
16,Charlotte,276,Female,2001
17,Lauren,273,Female,2001
18,Samantha,261,Female,2001
19,Ella,257,Female,2001
20,Madison,250,Female,2001
21,Jade,235,Female,2001
22,Maddison,232,Female,2001
23,Lily,213,Female,2001
24,Lucy,205,Female,2001
25,Holly,204,Female,2001
26,Ruby,204,Female,2001
27,Mia,202,Female,2001
28,Brooke,195,Female,2001
29,Laura,182,Female,2001
30,Chelsea,181,Female,2001
31,Hayley,179,Female,2001
32,Natasha,178,Female,2001
33,Rebecca,176,Female,2001
34,Amelia,175,Female,2001
35,Elizabeth,175,Female,2001
36,Stephanie,174,Female,2001
37,Courtney,166,Female,2001
38,Kayla,166,Female,2001
39,Amber,164,Female,2001
40,Kate,161,Female,2001
41,Lara,160,Female,2001
42,Claudia,159,Female,2001
43,Natalie,153,Female,2001
44,Erin,152,Female,2001
45,Taylah,152,Female,2001
46,Taylor,152,Female,2001
47,Alexandra,150,Female,2001
48,Alyssa,149,Female,2001
49,Rachel,146,Female,2001
50,Ashleigh,143,Female,2001
51,Tara,140,Female,2001
52,Isabelle,137,Female,2001
53,Abbey,134,Female,2001
54,Anna,132,Female,2001
55,Tahlia,131,Female,2001
56,Brianna,129,Female,2001
57,Phoebe,129,Female,2001
58,Bianca,126,Female,2001
59,Gabrielle,125,Female,2001
60,Kiara,125,Female,2001
61,Madeline,123,Female,2001
62,Tayla,123,Female,2001
63,Ashley,120,Female,2001
64,Ebony,120,Female,2001
65,Claire,119,Female,2001
66,Monique,119,Female,2001
67,Molly,118,Female,2001
68,Jennifer,108,Female,2001
69,Sophia,106,Female,2001
70,Gemma,104,Female,2001
71,Megan,104,Female,2001
72,Angela,103,Female,2001
73,Mikayla,103,Female,2001
74,Victoria,102,Female,2001
75,Bethany,100,Female,2001
76,Paige,100,Female,2001
77,Madeleine,99,Female,2001
78,Julia,98,Female,2001
79,Mackenzie,92,Female,2001
80,Alicia,91,Female,2001
81,Kaitlyn,91,Female,2001
82,Leah,91,Female,2001
83,Paris,90,Female,2001
84,Jasmin,89,Female,2001
85,Abby,88,Female,2001
86,Tiana,88,Female,2001
87,Jemma,85,Female,2001
88,Danielle,84,Female,2001
89,Eliza,84,Female,2001
90,Imogen,83,Female,2001
91,Caitlyn,81,Female,2001
92,Maya,81,Female,2001
93,Vanessa,81,Female,2001
94,Zara,81,Female,2001
95,Nicole,80,Female,2001
96,Annabelle,78,Female,2001
97,Katie,77,Female,2001
98,Alice,76,Female,2001
99,Christina,76,Female,2001
100,Rachael,76,Female,2001
1,Jessica,784,Female,2000
2,Emily,741,Female,2000
3,Sarah,629,Female,2000
4,Georgia,575,Female,2000
5,Olivia,524,Female,2000
6,Chloe,496,Female,2000
7,Emma,461,Female,2000
8,Sophie,449,Female,2000
9,Isabella,426,Female,2000
10,Hannah,417,Female,2000
11,Caitlin,360,Female,2000
12,Grace,318,Female,2000
13,Samantha,309,Female,2000
14,Amy,284,Female,2000
15,Jasmine,281,Female,2000
16,Lauren,273,Female,2000
17,Zoe,261,Female,2000
18,Madison,255,Female,2000
19,Maddison,250,Female,2000
20,Brooke,243,Female,2000
21,Rebecca,237,Female,2000
22,Laura,236,Female,2000
23,Courtney,232,Female,2000
24,Jade,227,Female,2000
25,Chelsea,223,Female,2000
26,Charlotte,210,Female,2000
27,Stephanie,205,Female,2000
28,Hayley,201,Female,2000
29,Ella,200,Female,2000
30,Natasha,198,Female,2000
31,Elizabeth,189,Female,2000
32,Alexandra,187,Female,2000
33,Rachel,187,Female,2000
34,Taylor,182,Female,2000
35,Lucy,180,Female,2000
36,Lily,176,Female,2000
37,Holly,169,Female,2000
38,Ashleigh,168,Female,2000
39,Gabrielle,166,Female,2000
40,Kate,166,Female,2000
41,Anna,165,Female,2000
42,Brianna,164,Female,2000
43,Abbey,163,Female,2000
44,Natalie,162,Female,2000
45,Amelia,161,Female,2000
46,Claudia,161,Female,2000
47,Bianca,157,Female,2000
48,Amber,151,Female,2000
49,Tayla,150,Female,2000
50,Ruby,148,Female,2000
51,Brittany,147,Female,2000
52,Ashley,145,Female,2000
53,Monique,143,Female,2000
54,Molly,142,Female,2000
55,Madeline,139,Female,2000
56,Kayla,136,Female,2000
57,Taylah,136,Female,2000
58,Erin,135,Female,2000
59,Isabelle,135,Female,2000
60,Phoebe,135,Female,2000
61,Tahlia,134,Female,2000
62,Alyssa,133,Female,2000
63,Jennifer,128,Female,2000
64,Kiara,127,Female,2000
65,Claire,124,Female,2000
66,Ebony,122,Female,2000
67,Sophia,122,Female,2000
68,Mia,121,Female,2000
69,Tara,120,Female,2000
70,Julia,119,Female,2000
71,Eliza,117,Female,2000
72,Lara,117,Female,2000
73,Victoria,114,Female,2000
74,Paige,113,Female,2000
75,Madeleine,107,Female,2000
76,Abby,105,Female,2000
77,Megan,102,Female,2000
78,Nicole,98,Female,2000
79,Gemma,97,Female,2000
80,Angela,96,Female,2000
81,Katherine,96,Female,2000
82,Kaitlyn,95,Female,2000
83,Katie,94,Female,2000
84,Mikayla,92,Female,2000
85,Michelle,88,Female,2000
86,Bethany,87,Female,2000
87,Britney,87,Female,2000
88,Breanna,85,Female,2000
89,Katelyn,84,Female,2000
90,Catherine,83,Female,2000
91,Danielle,83,Female,2000
92,Melissa,83,Female,2000
93,Vanessa,83,Female,2000
94,Rachael,81,Female,2000
95,Jordan,80,Female,2000
96,Tiana,80,Female,2000
97,Caitlyn,79,Female,2000
98,Sara,79,Female,2000
99,Alicia,78,Female,2000
100,Annabelle,78,Female,2000
1,Emily,862,Female,1999
2,Jessica,759,Female,1999
3,Sarah,697,Female,1999
4,Chloe,594,Female,1999
5,Olivia,573,Female,1999
6,Georgia,532,Female,1999
7,Emma,480,Female,1999
8,Isabella,401,Female,1999
9,Sophie,386,Female,1999
10,Hannah,378,Female,1999
11,Samantha,337,Female,1999
12,Lauren,321,Female,1999
13,Grace,319,Female,1999
14,Caitlin,314,Female,1999
15,Amy,280,Female,1999
16,Brooke,279,Female,1999
17,Maddison,264,Female,1999
18,Rebecca,261,Female,1999
19,Courtney,259,Female,1999
20,Jasmine,258,Female,1999
21,Laura,258,Female,1999
22,Alexandra,232,Female,1999
23,Chelsea,226,Female,1999
24,Zoe,226,Female,1999
25,Rachel,220,Female,1999
26,Brittany,216,Female,1999
27,Jade,214,Female,1999
28,Stephanie,213,Female,1999
29,Natasha,207,Female,1999
30,Taylor,205,Female,1999
31,Hayley,193,Female,1999
32,Gabrielle,189,Female,1999
33,Elizabeth,188,Female,1999
34,Ashleigh,186,Female,1999
35,Brianna,183,Female,1999
36,Lucy,181,Female,1999
37,Natalie,181,Female,1999
38,Kate,179,Female,1999
39,Charlotte,168,Female,1999
40,Claudia,168,Female,1999
41,Madison,163,Female,1999
42,Lily,157,Female,1999
43,Amelia,156,Female,1999
44,Kayla,153,Female,1999
45,Holly,149,Female,1999
46,Amber,148,Female,1999
47,Ruby,148,Female,1999
48,Madeleine,146,Female,1999
49,Erin,143,Female,1999
50,Kiara,141,Female,1999
51,Tayla,141,Female,1999
52,Ella,134,Female,1999
53,Madeline,132,Female,1999
54,Monique,132,Female,1999
55,Bianca,130,Female,1999
56,Claire,130,Female,1999
57,Taylah,129,Female,1999
58,Anna,128,Female,1999
59,Tahlia,128,Female,1999
60,Paige,127,Female,1999
61,Ashley,126,Female,1999
62,Isabelle,125,Female,1999
63,Victoria,125,Female,1999
64,Nicole,124,Female,1999
65,Tara,122,Female,1999
66,Lara,116,Female,1999
67,Abbey,115,Female,1999
68,Alyssa,115,Female,1999
69,Eliza,113,Female,1999
70,Julia,112,Female,1999
71,Danielle,111,Female,1999
72,Megan,110,Female,1999
73,Mia,110,Female,1999
74,Ebony,109,Female,1999
75,Michelle,109,Female,1999
76,Mikayla,107,Female,1999
77,Angela,106,Female,1999
78,Molly,105,Female,1999
79,Melissa,104,Female,1999
80,Shania,102,Female,1999
81,Jennifer,100,Female,1999
82,Phoebe,99,Female,1999
83,Sophia,97,Female,1999
84,Amanda,95,Female,1999
85,Rachael,95,Female,1999
86,Bethany,92,Female,1999
87,Kaitlyn,91,Female,1999
88,Vanessa,91,Female,1999
89,Britney,90,Female,1999
90,Cassandra,90,Female,1999
91,Katelyn,90,Female,1999
92,Rhiannon,89,Female,1999
93,Alicia,88,Female,1999
94,Caitlyn,88,Female,1999
95,Katie,88,Female,1999
96,Abby,85,Female,1999
97,Breanna,84,Female,1999
98,Paris,81,Female,1999
99,Bronte,80,Female,1999
100,Casey,80,Female,1999
1,Emily,799,Female,1998
2,Jessica,778,Female,1998
3,Sarah,645,Female,1998
4,Chloe,575,Female,1998
5,Emma,537,Female,1998
6,Georgia,460,Female,1998
7,Olivia,408,Female,1998
8,Samantha,404,Female,1998
9,Isabella,348,Female,1998
10,Caitlin,341,Female,1998
11,Hannah,328,Female,1998
12,Courtney,323,Female,1998
13,Maddison,308,Female,1998
14,Brooke,305,Female,1998
15,Sophie,298,Female,1998
16,Amy,296,Female,1998
17,Grace,296,Female,1998
18,Rebecca,291,Female,1998
19,Lauren,279,Female,1998
20,Laura,255,Female,1998
21,Taylor,250,Female,1998
22,Jasmine,249,Female,1998
23,Zoe,242,Female,1998
24,Rachel,238,Female,1998
25,Stephanie,238,Female,1998
26,Alexandra,226,Female,1998
27,Jade,223,Female,1998
28,Natasha,223,Female,1998
29,Chelsea,217,Female,1998
30,Natalie,207,Female,1998
31,Ashleigh,204,Female,1998
32,Gabrielle,198,Female,1998
33,Kate,196,Female,1998
34,Brittany,192,Female,1998
35,Madison,189,Female,1998
36,Elizabeth,181,Female,1998
37,Claudia,180,Female,1998
38,Madeline,180,Female,1998
39,Tayla,177,Female,1998
40,Brianna,174,Female,1998
41,Hayley,167,Female,1998
42,Bianca,166,Female,1998
43,Madeleine,162,Female,1998
44,Lucy,158,Female,1998
45,Erin,156,Female,1998
46,Monique,152,Female,1998
47,Ashley,151,Female,1998
48,Kayla,151,Female,1998
49,Taylah,151,Female,1998
50,Shannon,148,Female,1998
51,Amelia,147,Female,1998
52,Claire,146,Female,1998
53,Holly,144,Female,1998
54,Charlotte,141,Female,1998
55,Abbey,140,Female,1998
56,Lily,136,Female,1998
57,Victoria,133,Female,1998
58,Megan,131,Female,1998
59,Nicole,131,Female,1998
60,Molly,128,Female,1998
61,Paige,128,Female,1998
62,Amber,127,Female,1998
63,Cassandra,127,Female,1998
64,Isabelle,121,Female,1998
65,Rachael,121,Female,1998
66,Tara,120,Female,1998
67,Tahlia,119,Female,1998
68,Melissa,118,Female,1998
69,Danielle,117,Female,1998
70,Anna,113,Female,1998
71,Kaitlyn,112,Female,1998
72,Ruby,112,Female,1998
73,Bethany,108,Female,1998
74,Mia,108,Female,1998
75,Michelle,108,Female,1998
76,Julia,107,Female,1998
77,Shania,107,Female,1998
78,Ebony,106,Female,1998
79,Phoebe,106,Female,1998
80,Eliza,104,Female,1998
81,Mikayla,104,Female,1998
82,Alana,101,Female,1998
83,Jennifer,97,Female,1998
84,Amanda,93,Female,1998
85,Ella,93,Female,1998
86,Jordan,93,Female,1998
87,Katherine,93,Female,1998
88,Katie,92,Female,1998
89,Angela,91,Female,1998
90,Georgina,91,Female,1998
91,Monica,89,Female,1998
92,Bronte,88,Female,1998
93,Nicola,88,Female,1998
94,Gemma,87,Female,1998
95,Vanessa,86,Female,1998
96,Breanna,85,Female,1998
97,Rhiannon,85,Female,1998
98,Alicia,83,Female,1998
99,Caitlyn,83,Female,1998
100,Tiffany,83,Female,1998
1,Jessica,917,Female,1997
2,Emily,767,Female,1997
3,Sarah,670,Female,1997
4,Emma,517,Female,1997
5,Georgia,468,Female,1997
6,Chloe,444,Female,1997
7,Samantha,433,Female,1997
8,Hannah,408,Female,1997
9,Rebecca,382,Female,1997
10,Lauren,378,Female,1997
11,Courtney,368,Female,1997
12,Caitlin,337,Female,1997
13,Isabella,321,Female,1997
14,Amy,318,Female,1997
15,Laura,311,Female,1997
16,Sophie,307,Female,1997
17,Brooke,293,Female,1997
18,Stephanie,291,Female,1997
19,Olivia,287,Female,1997
20,Rachel,283,Female,1997
21,Taylor,274,Female,1997
22,Maddison,256,Female,1997
23,Grace,249,Female,1997
24,Zoe,248,Female,1997
25,Ashleigh,244,Female,1997
26,Alexandra,231,Female,1997
27,Madison,231,Female,1997
28,Brittany,228,Female,1997
29,Jasmine,221,Female,1997
30,Taylah,218,Female,1997
31,Elizabeth,211,Female,1997
32,Madeline,202,Female,1997
33,Kate,201,Female,1997
34,Jade,197,Female,1997
35,Natalie,197,Female,1997
36,Tayla,197,Female,1997
37,Chelsea,196,Female,1997
38,Natasha,192,Female,1997
39,Madeleine,190,Female,1997
40,Nicole,187,Female,1997
41,Kayla,183,Female,1997
42,Ashley,168,Female,1997
43,Claudia,166,Female,1997
44,Brianna,164,Female,1997
45,Holly,159,Female,1997
46,Monique,158,Female,1997
47,Erin,156,Female,1997
48,Megan,152,Female,1997
49,Gabrielle,150,Female,1997
50,Hayley,150,Female,1997
51,Lucy,145,Female,1997
52,Melissa,145,Female,1997
53,Bianca,144,Female,1997
54,Danielle,144,Female,1997
55,Rachael,144,Female,1997
56,Amelia,142,Female,1997
57,Cassandra,141,Female,1997
58,Jordan,138,Female,1997
59,Amber,137,Female,1997
60,Jennifer,136,Female,1997
61,Paige,136,Female,1997
62,Victoria,127,Female,1997
63,Ebony,124,Female,1997
64,Shannon,124,Female,1997
65,Charlotte,122,Female,1997
66,Claire,122,Female,1997
67,Eliza,121,Female,1997
68,Anna,120,Female,1997
69,Michelle,119,Female,1997
70,Rhiannon,116,Female,1997
71,Abbey,113,Female,1997
72,Amanda,109,Female,1997
73,Bethany,108,Female,1997
74,Kaitlyn,107,Female,1997
75,Tahlia,106,Female,1997
76,Angela,105,Female,1997
77,Katie,103,Female,1997
78,Lily,100,Female,1997
79,Mikayla,100,Female,1997
80,Ruby,99,Female,1997
81,Vanessa,98,Female,1997
82,Melanie,96,Female,1997
83,Alicia,95,Female,1997
84,Isabelle,95,Female,1997
85,Julia,95,Female,1997
86,Alana,94,Female,1997
87,Tara,91,Female,1997
88,Katherine,89,Female,1997
89,Monica,88,Female,1997
90,Molly,87,Female,1997
91,Shania,87,Female,1997
92,Alice,85,Female,1997
93,Mia,85,Female,1997
94,Nicola,84,Female,1997
95,Sophia,84,Female,1997
96,Bronte,83,Female,1997
97,Gemma,82,Female,1997
98,Mikaela,82,Female,1997
99,Jacqueline,80,Female,1997
100,Lisa,80,Female,1997
1,Jessica,1073,Female,1996
2,Emily,748,Female,1996
3,Sarah,722,Female,1996
4,Emma,573,Female,1996
5,Samantha,473,Female,1996
6,Lauren,395,Female,1996
7,Georgia,380,Female,1996
8,Chloe,371,Female,1996
9,Rebecca,357,Female,1996
10,Stephanie,352,Female,1996
11,Courtney,345,Female,1996
12,Hannah,331,Female,1996
13,Laura,323,Female,1996
14,Amy,321,Female,1996
15,Maddison,315,Female,1996
16,Caitlin,306,Female,1996
17,Sophie,296,Female,1996
18,Brooke,284,Female,1996
19,Taylor,255,Female,1996
20,Isabella,254,Female,1996
21,Rachel,254,Female,1996
22,Olivia,250,Female,1996
23,Brittany,247,Female,1996
24,Ashleigh,240,Female,1996
25,Alexandra,232,Female,1996
26,Elizabeth,232,Female,1996
27,Tayla,226,Female,1996
28,Natalie,220,Female,1996
29,Grace,218,Female,1996
30,Jasmine,215,Female,1996
31,Zoe,213,Female,1996
32,Kate,204,Female,1996
33,Danielle,203,Female,1996
34,Natasha,202,Female,1996
35,Madeleine,201,Female,1996
36,Jade,199,Female,1996
37,Madison,194,Female,1996
38,Ashley,192,Female,1996
39,Melissa,192,Female,1996
40,Nicole,191,Female,1996
41,Madeline,179,Female,1996
42,Kayla,178,Female,1996
43,Claudia,172,Female,1996
44,Hayley,170,Female,1996
45,Lucy,166,Female,1996
46,Bianca,165,Female,1996
47,Paige,163,Female,1996
48,Brianna,160,Female,1996
49,Holly,154,Female,1996
50,Amanda,152,Female,1996
51,Cassandra,152,Female,1996
52,Chelsea,150,Female,1996
53,Anna,148,Female,1996
54,Erin,148,Female,1996
55,Monique,148,Female,1996
56,Michelle,145,Female,1996
57,Amelia,143,Female,1996
58,Shannon,139,Female,1996
59,Jennifer,137,Female,1996
60,Megan,137,Female,1996
61,Taylah,137,Female,1996
62,Gabrielle,131,Female,1996
63,Eliza,128,Female,1996
64,Jordan,123,Female,1996
65,Victoria,123,Female,1996
66,Angela,121,Female,1996
67,Claire,115,Female,1996
68,Rachael,113,Female,1996
69,Ebony,111,Female,1996
70,Amber,109,Female,1996
71,Katherine,109,Female,1996
72,Tahlia,108,Female,1996
73,Ellen,106,Female,1996
74,Tegan,106,Female,1996
75,Vanessa,106,Female,1996
76,Alana,104,Female,1996
77,Katie,100,Female,1996
78,Melanie,100,Female,1996
79,Renee,98,Female,1996
80,Chantelle,96,Female,1996
81,Christina,96,Female,1996
82,Abbey,95,Female,1996
83,Rhiannon,95,Female,1996
84,Tara,95,Female,1996
85,Lisa,94,Female,1996
86,Molly,92,Female,1996
87,Charlotte,91,Female,1996
88,Jessie,91,Female,1996
89,Naomi,91,Female,1996
90,Gemma,88,Female,1996
91,Julia,88,Female,1996
92,Kimberley,86,Female,1996
93,Isabelle,84,Female,1996
94,Nicola,84,Female,1996
95,Tamara,84,Female,1996
96,Alicia,83,Female,1996
97,Alison,83,Female,1996
98,Bethany,83,Female,1996
99,Alice,82,Female,1996
100,Bronte,82,Female,1996
1,Jessica,1277,Female,1995
2,Emily,812,Female,1995
3,Sarah,778,Female,1995
4,Emma,513,Female,1995
5,Rebecca,484,Female,1995
6,Lauren,475,Female,1995
7,Samantha,456,Female,1995
8,Stephanie,452,Female,1995
9,Laura,382,Female,1995
10,Amy,362,Female,1995
11,Hannah,350,Female,1995
12,Georgia,336,Female,1995
13,Courtney,333,Female,1995
14,Rachel,316,Female,1995
15,Brooke,297,Female,1995
16,Chloe,291,Female,1995
17,Brittany,289,Female,1995
18,Alexandra,286,Female,1995
19,Caitlin,282,Female,1995
20,Nicole,281,Female,1995
21,Ashleigh,280,Female,1995
22,Taylor,273,Female,1995
23,Maddison,263,Female,1995
24,Elizabeth,257,Female,1995
25,Sophie,256,Female,1995
26,Kate,252,Female,1995
27,Olivia,249,Female,1995
28,Grace,242,Female,1995
29,Ashley,223,Female,1995
30,Isabella,219,Female,1995
31,Natalie,214,Female,1995
32,Danielle,207,Female,1995
33,Melissa,206,Female,1995
34,Cassandra,204,Female,1995
35,Madeleine,202,Female,1995
36,Natasha,202,Female,1995
37,Madison,201,Female,1995
38,Jasmine,197,Female,1995
39,Monique,191,Female,1995
40,Kayla,189,Female,1995
41,Zoe,189,Female,1995
42,Jade,185,Female,1995
43,Bianca,180,Female,1995
44,Hayley,179,Female,1995
45,Tayla,177,Female,1995
46,Madeline,174,Female,1995
47,Erin,170,Female,1995
48,Gabrielle,162,Female,1995
49,Holly,161,Female,1995
50,Megan,160,Female,1995
51,Rachael,157,Female,1995
52,Lucy,156,Female,1995
53,Amanda,155,Female,1995
54,Shannon,155,Female,1995
55,Amber,152,Female,1995
56,Amelia,151,Female,1995
57,Anna,140,Female,1995
58,Paige,136,Female,1995
59,Michelle,135,Female,1995
60,Renee,133,Female,1995
61,Chelsea,132,Female,1995
62,Brianna,127,Female,1995
63,Victoria,127,Female,1995
64,Ebony,126,Female,1995
65,Claudia,124,Female,1995
66,Vanessa,120,Female,1995
67,Katie,119,Female,1995
68,Angela,118,Female,1995
69,Kimberley,118,Female,1995
70,Melanie,118,Female,1995
71,Claire,115,Female,1995
72,Tori,115,Female,1995
73,Rhiannon,114,Female,1995
74,Tamara,113,Female,1995
75,Tara,113,Female,1995
76,Taylah,111,Female,1995
77,Jennifer,109,Female,1995
78,Tiffany,109,Female,1995
79,Lisa,105,Female,1995
80,Naomi,105,Female,1995
81,Tegan,105,Female,1995
82,Gemma,104,Female,1995
83,Ashlee,103,Female,1995
84,Charlotte,103,Female,1995
85,Ellen,103,Female,1995
86,Chantelle,102,Female,1995
87,Jacqueline,102,Female,1995
88,Katherine,102,Female,1995
89,Jessie,98,Female,1995
90,Tahlia,97,Female,1995
91,Alice,94,Female,1995
92,Eliza,91,Female,1995
93,Mikaela,91,Female,1995
94,Julia,90,Female,1995
95,Alana,86,Female,1995
96,Alison,86,Female,1995
97,Katelyn,86,Female,1995
98,Casey,85,Female,1995
99,Kelly,85,Female,1995
100,Louise,84,Female,1995
1,Jessica,1196,Female,1994
2,Sarah,827,Female,1994
3,Emily,736,Female,1994
